CLIENTE;MED QTDE PED;MED R$;REGIÃO;VENDEDOR;CIDADE;BAIRRO;ENDEREÇO;LATITUDE;LONGITUDE;ROTA HOJE;DIA HOJE;ORDEM HOJE;ROTA ORIGINAL;AÇÃO;NOVA ROTA;VISITAR QUANTAS X
66325;1,833333333;556,3127273;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DR MARURI, 1689;-27,22569;-52,01748;1 - ROTA1;2;1;5;MANTER;5;2 VISITAS
66672;2;92,25;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NOSSA SENHORA DA SALETE;RUA JOAO SUZIN MARINI;-27,21726;-52,01579;1 - ROTA1;2;2;5;MANTER;5;1 VISITA
67268;1,666666667;246,783;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;PRIMAVERA;RUA ANITA GARIBALDI;-27,21399;-52,02176;1 - ROTA1;2;3;5;MANTER;5;1 VISITA
19458;1,5;110,5611111;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;INTERIOR;RODOVIA CAETANO CHIUCHETTA,6630;-27,20365;-52,03026;1 - ROTA1;2;4;5;MANTER;5;1 VISITA
3945;2;728,4916667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CONTORNO NORTE;CAETANO CHIUCHETA,6601;-27,20369;-52,03001;1 - ROTA1;2;5;5;MANTER;5;2 VISITAS
15089;2,166666667;56,28538462;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;INTERIOR;LINHA SAO PAULO,S/N-SN;-27,18666;-52,04028;1 - ROTA1;2;6;5;MANTER;5;1 VISITA
64465;1,833333333;119,8309091;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;PRIMAVERA;RUA ANITA GARIBALDI;-27,21169;-52,02016;1 - ROTA1;2;7;5;MANTER;5;1 VISITA
4542;1,833333333;69,92272727;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DA MARURI,1744;-27,22558;-52,01581;1 - ROTA1;2;8;5;MANTER;5;1 VISITA
4373;2;55,91833333;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;AGOSTINI DETONI,22;-27,22949;-52,01619;1 - ROTA1;2;9;5;MANTER;5;1 VISITA
77409;1;254,8533333;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DR MARURI;-27,22509;-52,01627;1 - ROTA1;2;10;5;MANTER;5;1 VISITA
79883;1;438,3816667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;PRIMAVERA;RUA ANITA GARIBALDI;-27,20325;-52,02186;1 - ROTA1;2;11;5;MANTER;5;2 VISITAS
77424;2,166666667;110,0307692;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NOSSA SENHORA DA SALETE;RUA PADRES FRANCISCANOS;-27,21261;-52,01175;1 - ROTA1;2;12;5;MANTER;5;1 VISITA
13355;1;1021,471667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;SALETE;RUA JOAO SUZIM MARINI,S/N;-27,21251;-52,01599;1 - ROTA1;2;13;5;MANTER;5;2 VISITAS
78914;1,666666667;115,702;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NOSSA SENHORA DA SALETE;RUA PADRES FRANCISCANOS;-27,21342;-52,01124;1 - ROTA1;2;14;5;MANTER;5;1 VISITA
4527;1;322,2616667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;DR. MARURI,1765;-27,2251;-52,01685;1 - ROTA1;2;15;5;MANTER;5;1 VISITA
79632;3,166666667;56,89894737;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA MARECHAL DEODORO;-27,23325;-52,03116;1 - ROTA1;2;16;5;MANTER;5;1 VISITA
79638;2;31,92416667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;ARVOREDO;RUA DOMINGOS CASAGRANDE;-27,21155;-52,02775;1 - ROTA1;2;17;5;MANTER;5;1 VISITA
79716;1,166666667;19,31285714;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DA INDEPENDÊNCIA;-27,22917;-52,01902;1 - ROTA1;2;18;5;MANTER;5;1 VISITA
79930;0,833333333;88,838;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DOUTOR MARURI;-27,23043;-52,02229;1 - ROTA1;2;19;5;MANTER;5;1 VISITA
13443;1,5;48,52222222;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;SALETE;JOAO SUZIN MARINI,867;-27,2176;-52,01578;1 - ROTA1;2;21;5;MANTER;5;1 VISITA
7330;0,833333333;387,272;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DR. MARURI,S/N-SL 15 RODOV;-27,22772;-52,01872;1 - ROTA1;3;1;5;MANTER;5;1 VISITA
65903;1;284,59;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;IRANI;ALTO IRANI;RODOVIA BR 153;-26,96887;-51,85566;1 - ROTA1;3;1;29;TRANSFERIR (Absorção);5;1 VISITA
66475;1,5;208,7277778;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DR MARURI;-27,22779;-52,01914;1 - ROTA1;3;2;5;MANTER;5;1 VISITA
72899;1;235,92;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;PONTE SERRADA;INTERIOR;RODOVIA BR 282;-26,9036;-51,96442;1 - ROTA1;3;2;29;TRANSFERIR (Absorção);5;1 VISITA
70500;1,666666667;140,275;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DA INDEPENDÊNCIA;-27,22912;-52,01975;1 - ROTA1;3;3;5;MANTER;5;1 VISITA
79315;1,333333333;31,08625;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DA INDEPENDÊNCIA;-27,22912;-52,01982;1 - ROTA1;3;4;5;MANTER;5;1 VISITA
72706;1,333333333;106,57875;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DA INDEPENDÊNCIA;-27,22917;-52,01938;1 - ROTA1;3;5;5;MANTER;5;1 VISITA
62383;1;178,2483333;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA: INDEPENDENCIA;-27,22834;-52,01925;1 - ROTA1;3;6;5;MANTER;5;1 VISITA
4647;2;297,8875;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;DR. MARURI,1101;-27,22871;-52,02001;1 - ROTA1;3;7;5;MANTER;5;1 VISITA
75743;1,833333333;21,54181818;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NAZARÉ;RUA 29 DE JULHO;-27,23394;-52,0294;1 - ROTA1;3;8;5;MANTER;5;1 VISITA
4325;0,833333333;278,03;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA INDEPENDENCIA 40,212;-27,22884;-52,01999;1 - ROTA1;3;9;5;MANTER;5;1 VISITA
63779;1,166666667;216,7114286;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DR MARURI;-27,22226;-52,03806;1 - ROTA1;3;10;5;MANTER;5;1 VISITA
6068;2;160,785;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DR. MARURI,1107;-27,22972;-52,02155;1 - ROTA1;3;11;5;MANTER;5;1 VISITA
65719;2,166666667;60,03076923;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CINQUENTENARIO;RUA DOUTOR MARURI;-27,22705;-52,01865;1 - ROTA1;3;12;5;MANTER;5;1 VISITA
16538;0,833333333;201,804;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA GETULIO VARGAS,547;-27,23384;-52,02589;1 - ROTA1;3;13;5;MANTER;5;1 VISITA
73911;1;223,805;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DO COMÉRCIO;-27,22978;-52,03037;1 - ROTA1;3;14;5;MANTER;5;1 VISITA
72518;2;59,00333333;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DOUTOR MARURI;-27,22697;-52,01872;1 - ROTA1;3;15;5;MANTER;5;1 VISITA
78869;1,833333333;298,8490909;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA MARECHAL DEODORO;-27,23309;-52,0261;1 - ROTA1;3;17;5;MANTER;5;1 VISITA
63788;2,166666667;46,53153846;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA ANITA GARIBALDI;-27,23036;-52,02476;1 - ROTA1;4;1;5;MANTER;5;1 VISITA
64792;0,833333333;395,284;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA INDEPENDÊNCIA;-27,23065;-52,02577;1 - ROTA1;4;2;5;MANTER;5;1 VISITA
62780;1,666666667;2031,73;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;OSWALDO ZANDAVALLI;-27,23024;-52,02304;1 - ROTA1;4;3;5;MANTER;5;2 VISITAS
5291;2;1240,5225;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;GETULIO VARGAS,382;-27,23259;-52,02612;1 - ROTA1;4;4;5;MANTER;5;2 VISITAS
69768;1;310,7;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA GETULIO VARGAS;-27,23337;-52,02508;1 - ROTA1;4;5;5;MANTER;5;1 VISITA
73801;1;45,41166667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;TRAVESSA ANTONIO BRUNETTO;-27,23056;-52,02414;1 - ROTA1;4;6;5;MANTER;5;1 VISITA
71913;1,666666667;445,212;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;GETÚLIO VARGAS;-27,23255;-52,02646;1 - ROTA1;4;7;5;MANTER;5;2 VISITAS
4761;1,666666667;74,476;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;GETULIO VARGAS,112;-27,23022;-52,02642;1 - ROTA1;4;8;5;MANTER;5;1 VISITA
72868;1,833333333;89,57;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DO COMÉRCIO;-27,23;-52,02688;1 - ROTA1;4;9;5;MANTER;5;1 VISITA
4426;0,333333333;137,76;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;R ANITA GARIBALDI;-27,23011;-52,12494;1 - ROTA1;4;10;5;MANTER;5;1 VISITA
5327;0,833333333;156,238;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;GETULIO VARGAS,215;-27,23107;-52,02604;1 - ROTA1;4;11;5;MANTER;5;1 VISITA
4197;1,666666667;155,093;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;29 DE JULHO;-27,23115;-52,02433;1 - ROTA1;4;12;5;MANTER;5;1 VISITA
5257;2;1318,296667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;DOUTOR MARURI,957;-27,23027;-52,02302;1 - ROTA1;4;13;5;MANTER;5;2 VISITAS
4292;2,166666667;44,05461538;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;ANTONIO BRUNETO,105;-27,22969;-52,0241;1 - ROTA1;4;14;5;MANTER;5;1 VISITA
13851;2,166666667;244,3753846;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA: ANTONIO BRUNETTO;-27,23062;-52,0244;1 - ROTA1;4;15;5;MANTER;5;1 VISITA
4554;2;155,99;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA ANITA GARIBALDI,270;-27,2293;-52,02549;1 - ROTA1;4;16;5;MANTER;5;1 VISITA
73462;1,333333333;182,745;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;R. PREF. DOMINGOS MACHADO DE LIMA;-27,22888;-52,02698;1 - ROTA1;4;17;5;MANTER;5;1 VISITA
77422;1;203,3466667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NOSSA SENHORA DA SALETE;R JOAO ZANARDI;-27,21522;-52,0154;1 - ROTA1;4;18;5;MANTER;5;1 VISITA
78644;2,166666667;31,37230769;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;PARQUE DE EXPOSICOES;R TANCREDO DE ALMEIDA NEVES;-27,23008;-52,00944;1 - ROTA1;4;19;5;MANTER;5;1 VISITA
78422;0,833333333;23,752;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NOSSA SENHORA DA SALETE;TRAVESSA SILVIO ROMAN;-27,22278;-52,01737;1 - ROTA1;4;20;5;MANTER;5;1 VISITA
5309;2;64,69;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;MARECHAL DEODORO,613;-27,23255;-52,02369;1 - ROTA1;5;1;5;MANTER;5;1 VISITA
4602;2;95,53416667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;LAURO MULLER,40;-27,23326;-52,02281;1 - ROTA1;5;2;5;MANTER;5;1 VISITA
79317;1,333333333;20,94625;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NOSSA SENHORA DA SALETE;RUA JOÃO SUZIN MARINI;-27,225;-52,01553;1 - ROTA1;5;3;5;MANTER;5;1 VISITA
69597;2;638,8875;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;INTERIOR;RUA PEDRO BALBINOT;-27,30386;-51,9978;1 - ROTA1;5;4;5;MANTER;5;2 VISITAS
12077;1,333333333;116,2625;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;INTERIOR;LINHA TAMANDUA, S/N;-27,30381;-51,9974;1 - ROTA1;5;5;5;MANTER;5;1 VISITA
70471;1,666666667;297,568;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;GUILHERME REICH;R ADILIO HILARIO MUTZENBERG;-27,25149;-52,01785;1 - ROTA1;5;6;5;MANTER;5;1 VISITA
4415;1,166666667;523,1885714;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;MARECHAL DEODORO,949;-27,23313;-52,02639;1 - ROTA1;5;7;5;MANTER;5;2 VISITAS
4424;1,666666667;44,451;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;GETULIO VARGAS,500;-27,2336;-52,02642;1 - ROTA1;5;8;5;MANTER;5;1 VISITA
64397;1,833333333;113,02;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA ATALIPIO MAGARINOS;-27,2347;-52,02207;1 - ROTA1;5;9;5;MANTER;5;1 VISITA
69015;1;2778,173333;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DR MARURI;-27,2319;-52,02755;1 - ROTA1;5;10;5;MANTER;5;2 VISITAS
5414;0,833333333;195,09;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;MARECHAL DEODORO,1000;-27,23309;-52,02684;1 - ROTA1;5;11;5;MANTER;5;1 VISITA
73467;2,333333333;261,5321429;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;FLORESTA;RUA ADÍLIO HILÁRIO MUTZENBERG;-27,24383;-52,02247;1 - ROTA1;5;12;5;MANTER;5;1 VISITA
74851;1,5;87,73555556;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;R MARECHAL DEODORO;-27,23251;-52,02349;1 - ROTA1;5;13;5;MANTER;5;1 VISITA
75299;1,5;547,4311111;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA LEONEL MOSELE;-27,23239;-52,02285;1 - ROTA1;5;14;5;MANTER;5;2 VISITAS
75937;1,666666667;75,932;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA MARECHAL DEODORO;-27,23307;-52,02611;1 - ROTA1;5;15;5;MANTER;5;1 VISITA
77933;1,5;224,83;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA VITÓRIO CELANT;-27,23025;-52,01711;1 - ROTA1;5;16;5;MANTER;5;1 VISITA
78405;1,666666667;49,121;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA DO COMERCIO;-27,23139;-52,02524;1 - ROTA1;5;17;5;MANTER;5;1 VISITA
78301;0,833333333;510,06;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;PONTE SERRADA;INTERIOR;RODOVIA BR 282;-26,91732;-51,88932;1 - ROTA1;5;17;29;TRANSFERIR (Absorção);5;2 VISITAS
78650;2,166666667;21,16461538;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NAÇÕES;R ITALIA;-27,24467;-52,03038;1 - ROTA1;5;18;5;MANTER;5;1 VISITA
73453;0,833333333;73,428;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;PONTE SERRADA;INT.;FAZENDA FARROUPILHA;-26,9161;-51,89914;1 - ROTA1;5;18;29;TRANSFERIR (Absorção);5;1 VISITA
78658;2,333333333;33,33928571;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;R ROMANO ANSELMO FONTANA;-27,23272;-52,03022;1 - ROTA1;5;19;5;MANTER;5;1 VISITA
79739;2;242,6016667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;JARDIM;RUA ROMANO ANSELMO FONTANA;-27,22329;-52,02926;1 - ROTA1;5;20;5;MANTER;5;1 VISITA
79561;0,666666667;131,615;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;IRANI;CENTRO;AVENIDA VALDECIR ANGELO ZAMPIERI;-27,0232;-51,9046;1 - ROTA1;5;21;29;TRANSFERIR (Absorção);5;1 VISITA
4184;1,833333333;1142,282727;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;GUILHERME REICH;ADILIO MUTZEMBERG,1607;-27,25192;-52,01726;1 - ROTA1;6;1;5;MANTER;5;2 VISITAS
4005;2;104,7216667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;GUILHERME REICH;ATILIO MUTZEMBERG,1321;-27,25036;-52,01905;1 - ROTA1;6;2;5;MANTER;5;1 VISITA
68686;2;63,48833333;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;DAS NAÇ0ÕES;RUA ESTADOS UNIDOS;-27,24503;-52,02652;1 - ROTA1;6;3;5;MANTER;5;1 VISITA
11964;1,166666667;174,7057143;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NACOES;ESTADOS UNIDOS,213;-27,24475;-52,02707;1 - ROTA1;6;4;5;MANTER;5;1 VISITA
11991;2;1528,1175;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NACOES;ITALIA,464;-27,24479;-52,0301;1 - ROTA1;6;5;5;MANTER;5;2 VISITAS
66758;1,833333333;63,82090909;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;LIBERDADE;RUA MARCOS BENTO DE SOUZA;-27,23847;-52,01783;1 - ROTA1;6;6;5;MANTER;5;1 VISITA
70320;1,333333333;36,77125;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;LIBERDADE;RUA GETÚLIO VARGAS;-27,23903;-52,02114;1 - ROTA1;6;7;5;MANTER;5;1 VISITA
65668;2;251,0591667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;FLORESTA;RUA ADILIO HILARIO MUTZEMBERG;-27,24212;-52,02236;1 - ROTA1;6;8;5;MANTER;5;1 VISITA
11997;2;119,9816667;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NACOES;JAPAO,73;-27,24335;-52,03409;1 - ROTA1;6;9;5;MANTER;5;1 VISITA
64223;1,5;594,1833333;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA MARCELINO RAMOS;-27,23582;-52,03185;1 - ROTA1;6;10;5;MANTER;5;2 VISITAS
4330;1,333333333;169,47625;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;MARECHAL DEODORO,800;-27,23319;-52,02518;1 - ROTA1;6;11;5;MANTER;5;1 VISITA
73649;1,666666667;54,038;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;GUILHERME REICH;RUA ADILIO HILARIO MUTZENBERG;-27,24649;-52,02277;1 - ROTA1;6;12;5;MANTER;5;1 VISITA
18215;2,666666667;59,875;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NACOES;RUA FRANCISCO MAGNANI,527;-27,24359;-52,03186;1 - ROTA1;6;13;5;MANTER;5;1 VISITA
17369;2,666666667;2524,36625;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;NOSSA SENHORA DA SALETE;MARGHERITA CAPESSE DALLA COSTA,63;-27,23212;-52,01943;1 - ROTA1;6;14;5;MANTER;5;2 VISITAS
78662;1,666666667;30,745;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;GRUTA;R CATHARINA MAFESSONI;-27,22916;-52,05234;1 - ROTA1;6;15;5;MANTER;5;1 VISITA
17379;0,666666667;634,4475;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;GUILHERME REICH;SANTA AUGUSTA;-27,24562;-52,01834;1 - ROTA1;6;16;5;MANTER;5;2 VISITAS
70910;3,166666667;566,03;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;XANXERÊ;CENTRO;RUA VICTOR CONDER;-26,8794;-52,40695;1 - ROTA1;6;16;5;MANTER;5;2 VISITAS
70495;1,166666667;370,6114286;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;VARGEM BONITA;COMUNI.25 MAIO;LINHA COMUNIDADE 25 DE MAIO;-26,97818;-51,82371;1 - ROTA1;6;16;29;TRANSFERIR (Absorção);5;1 VISITA
79847;1,166666667;16,52142857;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;DAS NAÇÕES;RUA FRANCISCO MAGNANI;-27,24321;-52,03212;1 - ROTA1;6;17;5;MANTER;5;1 VISITA
77683;1;972,435;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;VARGEM BONITA;INTERIOR;ROD BR 282 KM 434;-26,9769;-51,82396;1 - ROTA1;6;17;29;TRANSFERIR (Absorção);5;2 VISITAS
5869;0,833333333;320,782;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;VARGEM BONITA;RODOVIA;ROD BR 282,S/N-KM 434;-26,97671;-51,8241;1 - ROTA1;6;18;29;TRANSFERIR (Absorção);5;1 VISITA
63705;1,5;102,7488889;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;JACOB BIEZUS;RODOVIA BR 153;-27,24681;-51,95325;2 - ROTA2;2;1;5;MANTER;5;1 VISITA
63702;1,666666667;18,624;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;INTERIOR;CONTORNO VIÁRIO;-27,25087;-51,95327;2 - ROTA2;2;2;5;MANTER;5;1 VISITA
78886;1,5;51,24555556;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;SAO CRISTOVAO;RUA LEOCIR MORES;-27,2305;-51,9934;2 - ROTA2;2;3;5;MANTER;5;1 VISITA
62603;1,5;354,6688889;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;BAIRRO SAO CRISTOVAO;RUA: TANCREDO DE ALMEIDA NEVES;-27,22518;-51,9727;2 - ROTA2;2;4;5;MANTER;5;1 VISITA
77860;1,5;71,94111111;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;VILA JOCOB BIEZUS;RUA BR 153;-27,24436;-51,95496;2 - ROTA2;2;6;5;MANTER;5;1 VISITA
71552;1,5;273,95;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;SAO CRISTOVAO;RUA TANCREDO DE ALMEIDA NEVES;-27,22648;-51,97954;2 - ROTA2;2;7;5;MANTER;5;1 VISITA
80200;0,5;108,9833333;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;VILA JACOB BIEZUS;RODOVIA BR153;-27,24437;-51,95308;2 - ROTA2;2;8;5;MANTER;5;1 VISITA
79833;1,333333333;38,1725;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;CENTRO;RUA SENADOR ATTILIO FRANCISCO XAVIER FONTANA;-27,23186;-52,0301;2 - ROTA2;2;9;5;MANTER;5;1 VISITA
74928;1,166666667;41,87714286;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;SÃO CRISTÓVÃO;RUA LUCAS DO RIO VERDE;-27,2281;-51,99279;2 - ROTA2;2;10;5;MANTER;5;1 VISITA
65633;1,666666667;40,361;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;SAO CRISTOVAO;RUA TANCREDO DE ALMEIDA DE NEVES;-27,22844;-51,98472;2 - ROTA2;2;11;5;MANTER;5;1 VISITA
16802;1,833333333;51,41818182;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;SAO CRISTOVAO;TANCREDO DE ALMEIDA NEVES,3243-SL 01;-27,22613;-51,9885;2 - ROTA2;2;12;5;MANTER;5;1 VISITA
11961;1,833333333;121,4081818;MEIO.OESTE;5 - ROTA 05 - GILIARD DA ROSA;CONCÓRDIA;INDUSTRIARIOS;JOSE DE CASTRO,342;-27,2318;-52,03633;2 - ROTA2;2;13;5;MANTER;5;1 VISITA
